[2024-10-04T23:26:20.134+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-10-04T23:26:20.150+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-04T23:26:16.456881+00:00 [queued]>
[2024-10-04T23:26:20.158+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: SitesWebScraping.kabum_tasks.Web_Extraction_kabum manual__2024-10-04T23:26:16.456881+00:00 [queued]>
[2024-10-04T23:26:20.159+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2024-10-04T23:26:20.174+0000] {taskinstance.py:2888} INFO - Executing <Task(OperatorSiteB): kabum_tasks.Web_Extraction_kabum> on 2024-10-04 23:26:16.456881+00:00
[2024-10-04T23:26:20.179+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=4954) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-10-04T23:28:10.372+0000] {logging_mixin.py:190} INFO - R$ 148,34
[2024-10-04T23:28:10.372+0000] {logging_mixin.py:190} INFO - R$ 1.228,80
[2024-10-04T23:28:10.373+0000] {logging_mixin.py:190} INFO - R$ 2.372,82
[2024-10-04T23:28:10.373+0000] {logging_mixin.py:190} INFO - R$ 1.680,00
[2024-10-04T23:28:26.135+0000] {logging_mixin.py:190} INFO - R$ 350,00
[2024-10-04T23:28:26.136+0000] {logging_mixin.py:190} INFO - R$ 559,99
[2024-10-04T23:28:26.136+0000] {logging_mixin.py:190} INFO - R$ 146,00
[2024-10-04T23:28:26.137+0000] {logging_mixin.py:190} INFO - R$ 289,99
[2024-10-04T23:28:26.138+0000] {logging_mixin.py:190} INFO - R$ 119,99
[2024-10-04T23:28:26.138+0000] {logging_mixin.py:190} INFO - R$ 169,99
[2024-10-04T23:28:26.139+0000] {logging_mixin.py:190} INFO - R$ 124,99
[2024-10-04T23:28:26.140+0000] {logging_mixin.py:190} INFO - R$ 279,99
[2024-10-04T23:28:26.141+0000] {logging_mixin.py:190} INFO - R$ 279,99
[2024-10-04T23:28:26.141+0000] {logging_mixin.py:190} INFO - R$ 149,99
[2024-10-04T23:28:26.142+0000] {logging_mixin.py:190} INFO - R$ 59,99
[2024-10-04T23:28:26.143+0000] {logging_mixin.py:190} INFO - R$ 229,99
[2024-10-04T23:28:26.144+0000] {logging_mixin.py:190} INFO - R$ 359,99
[2024-10-04T23:28:26.144+0000] {logging_mixin.py:190} INFO - R$ 59,99
[2024-10-04T23:28:26.145+0000] {logging_mixin.py:190} INFO - R$ 149,99
[2024-10-04T23:28:26.146+0000] {logging_mixin.py:190} INFO - R$ 249,99
[2024-10-04T23:28:26.147+0000] {logging_mixin.py:190} INFO - R$ 309,99
[2024-10-04T23:28:26.148+0000] {logging_mixin.py:190} INFO - R$ 124,99
[2024-10-04T23:28:26.148+0000] {logging_mixin.py:190} INFO - R$ 204,99
[2024-10-04T23:28:26.149+0000] {logging_mixin.py:190} INFO - R$ 99,99
[2024-10-04T23:28:26.150+0000] {logging_mixin.py:190} INFO - R$ 89,99
[2024-10-04T23:28:26.150+0000] {logging_mixin.py:190} INFO - R$ 339,00
[2024-10-04T23:28:26.151+0000] {logging_mixin.py:190} INFO - R$ 189,99
[2024-10-04T23:28:26.152+0000] {logging_mixin.py:190} INFO - R$ 243,00
[2024-10-04T23:28:26.152+0000] {logging_mixin.py:190} INFO - R$ 119,99
[2024-10-04T23:28:26.153+0000] {logging_mixin.py:190} INFO - R$ 146,00
[2024-10-04T23:28:26.154+0000] {logging_mixin.py:190} INFO - R$ 109,99
[2024-10-04T23:28:26.154+0000] {logging_mixin.py:190} INFO - R$ 228,99
[2024-10-04T23:28:26.155+0000] {logging_mixin.py:190} INFO - R$ 589,99
[2024-10-04T23:28:26.156+0000] {logging_mixin.py:190} INFO - R$ 39,99
[2024-10-04T23:28:26.156+0000] {logging_mixin.py:190} INFO - R$ 243,00
[2024-10-04T23:28:26.157+0000] {logging_mixin.py:190} INFO - R$ 214,99
[2024-10-04T23:28:26.158+0000] {logging_mixin.py:190} INFO - R$ 59,99
[2024-10-04T23:28:26.158+0000] {logging_mixin.py:190} INFO - R$ 114,99
[2024-10-04T23:28:26.159+0000] {logging_mixin.py:190} INFO - R$ 159,99
[2024-10-04T23:28:26.160+0000] {logging_mixin.py:190} INFO - R$ 819,99
[2024-10-04T23:28:26.161+0000] {logging_mixin.py:190} INFO - R$ 39,99
[2024-10-04T23:28:26.162+0000] {logging_mixin.py:190} INFO - R$ 1.089,99
[2024-10-04T23:28:26.162+0000] {logging_mixin.py:190} INFO - R$ 329,99
[2024-10-04T23:28:26.163+0000] {logging_mixin.py:190} INFO - R$ 229,98
[2024-10-04T23:28:26.164+0000] {logging_mixin.py:190} INFO - R$ 699,99
[2024-10-04T23:28:26.164+0000] {logging_mixin.py:190} INFO - R$ 299,99
[2024-10-04T23:28:26.165+0000] {logging_mixin.py:190} INFO - R$ 106,99
[2024-10-04T23:28:26.166+0000] {logging_mixin.py:190} INFO - R$ 135,98
[2024-10-04T23:28:26.166+0000] {logging_mixin.py:190} INFO - R$ 739,99
[2024-10-04T23:28:26.167+0000] {logging_mixin.py:190} INFO - R$ 135,99
[2024-10-04T23:28:26.168+0000] {logging_mixin.py:190} INFO - R$ 279,99
[2024-10-04T23:28:26.168+0000] {logging_mixin.py:190} INFO - R$ 439,99
[2024-10-04T23:28:26.169+0000] {logging_mixin.py:190} INFO - R$ 1.099,99
[2024-10-04T23:28:26.170+0000] {logging_mixin.py:190} INFO - R$ 249,99
[2024-10-04T23:28:26.170+0000] {logging_mixin.py:190} INFO - R$ 34,99
[2024-10-04T23:28:26.172+0000] {logging_mixin.py:190} INFO - R$ 329,99
[2024-10-04T23:28:26.172+0000] {logging_mixin.py:190} INFO - R$ 699,98
[2024-10-04T23:28:26.173+0000] {logging_mixin.py:190} INFO - R$ 414,99
[2024-10-04T23:28:26.174+0000] {logging_mixin.py:190} INFO - R$ 374,99
[2024-10-04T23:28:26.174+0000] {logging_mixin.py:190} INFO - R$ 139,99
[2024-10-04T23:28:26.175+0000] {logging_mixin.py:190} INFO - R$ 70,00
[2024-10-04T23:28:26.176+0000] {logging_mixin.py:190} INFO - R$ 779,99
[2024-10-04T23:28:26.176+0000] {logging_mixin.py:190} INFO - R$ 339,99
[2024-10-04T23:28:26.177+0000] {logging_mixin.py:190} INFO - R$ 239,99
[2024-10-04T23:28:26.178+0000] {logging_mixin.py:190} INFO - R$ 249,99
[2024-10-04T23:28:26.179+0000] {logging_mixin.py:190} INFO - R$ 249,99
[2024-10-04T23:28:26.179+0000] {logging_mixin.py:190} INFO - R$ 189,99
[2024-10-04T23:28:26.180+0000] {logging_mixin.py:190} INFO - R$ 252,99
[2024-10-04T23:28:26.181+0000] {logging_mixin.py:190} INFO - R$ 159,99
[2024-10-04T23:28:26.182+0000] {logging_mixin.py:190} INFO - R$ 399,99
[2024-10-04T23:28:26.183+0000] {logging_mixin.py:190} INFO - R$ 654,99
[2024-10-04T23:28:26.184+0000] {logging_mixin.py:190} INFO - R$ 262,99
[2024-10-04T23:28:26.185+0000] {logging_mixin.py:190} INFO - R$ 1.499,99
[2024-10-04T23:28:26.186+0000] {logging_mixin.py:190} INFO - R$ 459,99
[2024-10-04T23:28:26.187+0000] {logging_mixin.py:190} INFO - R$ 179,99
[2024-10-04T23:28:26.187+0000] {logging_mixin.py:190} INFO - R$ 844,99
[2024-10-04T23:28:26.188+0000] {logging_mixin.py:190} INFO - R$ 164,99
[2024-10-04T23:28:26.188+0000] {logging_mixin.py:190} INFO - R$ 76,99
[2024-10-04T23:28:26.189+0000] {logging_mixin.py:190} INFO - R$ 649,99
[2024-10-04T23:28:26.190+0000] {logging_mixin.py:190} INFO - R$ 649,99
[2024-10-04T23:28:26.190+0000] {logging_mixin.py:190} INFO - R$ 279,99
[2024-10-04T23:28:26.191+0000] {logging_mixin.py:190} INFO - R$ 179,99
[2024-10-04T23:28:26.191+0000] {logging_mixin.py:190} INFO - R$ 214,99
[2024-10-04T23:28:26.192+0000] {logging_mixin.py:190} INFO - R$ 204,99
[2024-10-04T23:28:26.193+0000] {logging_mixin.py:190} INFO - R$ 179,99
[2024-10-04T23:28:26.193+0000] {logging_mixin.py:190} INFO - R$ 299,99
[2024-10-04T23:28:26.194+0000] {logging_mixin.py:190} INFO - R$ 199,99
[2024-10-04T23:28:26.194+0000] {logging_mixin.py:190} INFO - R$ 164,99
[2024-10-04T23:28:26.195+0000] {logging_mixin.py:190} INFO - R$ 121,42
[2024-10-04T23:28:26.196+0000] {logging_mixin.py:190} INFO - R$ 973,99
[2024-10-04T23:28:26.196+0000] {logging_mixin.py:190} INFO - R$ 555,00
[2024-10-04T23:28:26.197+0000] {logging_mixin.py:190} INFO - R$ 729,99
[2024-10-04T23:28:26.198+0000] {logging_mixin.py:190} INFO - R$ 559,99
[2024-10-04T23:28:26.198+0000] {logging_mixin.py:190} INFO - R$ 1.100,99
[2024-10-04T23:28:26.199+0000] {logging_mixin.py:190} INFO - R$ 474,99
[2024-10-04T23:28:26.200+0000] {logging_mixin.py:190} INFO - R$ 161,00
[2024-10-04T23:28:26.200+0000] {logging_mixin.py:190} INFO - R$ 749,99
[2024-10-04T23:28:26.201+0000] {logging_mixin.py:190} INFO - R$ 799,99
[2024-10-04T23:28:26.201+0000] {logging_mixin.py:190} INFO - R$ 64,39
[2024-10-04T23:28:26.202+0000] {logging_mixin.py:190} INFO - R$ 309,99
[2024-10-04T23:28:26.203+0000] {logging_mixin.py:190} INFO - R$ 659,99
[2024-10-04T23:28:26.203+0000] {logging_mixin.py:190} INFO - R$ 299,99
[2024-10-04T23:28:26.204+0000] {logging_mixin.py:190} INFO - R$ 549,99
[2024-10-04T23:28:26.205+0000] {logging_mixin.py:190} INFO - R$ 339,99
[2024-10-04T23:28:26.205+0000] {logging_mixin.py:190} INFO - R$ 239,99
[2024-10-04T23:28:26.206+0000] {logging_mixin.py:190} INFO - R$ 469,99
[2024-10-04T23:28:35.428+0000] {logging_mixin.py:190} INFO - R$ 479,99
[2024-10-04T23:28:35.429+0000] {logging_mixin.py:190} INFO - R$ 544,99
[2024-10-04T23:28:35.429+0000] {logging_mixin.py:190} INFO - R$ 331,00
[2024-10-04T23:28:35.430+0000] {logging_mixin.py:190} INFO - R$ 1.100,99
[2024-10-04T23:28:35.431+0000] {logging_mixin.py:190} INFO - R$ 174,99
[2024-10-04T23:28:35.431+0000] {logging_mixin.py:190} INFO - R$ 160,65
[2024-10-04T23:28:35.432+0000] {logging_mixin.py:190} INFO - R$ 1.499,99
[2024-10-04T23:28:35.432+0000] {logging_mixin.py:190} INFO - R$ 281,99
[2024-10-04T23:28:35.433+0000] {logging_mixin.py:190} INFO - R$ 142,00
[2024-10-04T23:28:35.434+0000] {logging_mixin.py:190} INFO - R$ 294,99
[2024-10-04T23:28:35.434+0000] {logging_mixin.py:190} INFO - R$ 264,99
[2024-10-04T23:28:35.435+0000] {logging_mixin.py:190} INFO - R$ 719,99
[2024-10-04T23:28:35.436+0000] {logging_mixin.py:190} INFO - R$ 564,99
[2024-10-04T23:28:35.436+0000] {logging_mixin.py:190} INFO - R$ 299,99
[2024-10-04T23:28:35.437+0000] {logging_mixin.py:190} INFO - R$ 379,99
[2024-10-04T23:28:35.438+0000] {logging_mixin.py:190} INFO - R$ 1.039,99
[2024-10-04T23:28:35.438+0000] {logging_mixin.py:190} INFO - R$ 1.489,99
[2024-10-04T23:28:35.439+0000] {logging_mixin.py:190} INFO - R$ 934,99
[2024-10-04T23:28:35.440+0000] {logging_mixin.py:190} INFO - R$ 164,99
[2024-10-04T23:28:35.441+0000] {logging_mixin.py:190} INFO - R$ 389,99
[2024-10-04T23:28:35.441+0000] {logging_mixin.py:190} INFO - R$ 191,99
[2024-10-04T23:28:35.442+0000] {logging_mixin.py:190} INFO - R$ 139,99
[2024-10-04T23:28:35.443+0000] {logging_mixin.py:190} INFO - R$ 150,00
[2024-10-04T23:28:35.443+0000] {logging_mixin.py:190} INFO - R$ 613,99
[2024-10-04T23:28:35.444+0000] {logging_mixin.py:190} INFO - R$ 193,55
[2024-10-04T23:28:35.444+0000] {logging_mixin.py:190} INFO - R$ 408,99
[2024-10-04T23:28:35.445+0000] {logging_mixin.py:190} INFO - R$ 242,99
[2024-10-04T23:28:35.446+0000] {logging_mixin.py:190} INFO - R$ 600,00
[2024-10-04T23:28:35.447+0000] {logging_mixin.py:190} INFO - R$ 154,99
[2024-10-04T23:28:35.447+0000] {logging_mixin.py:190} INFO - R$ 749,99
[2024-10-04T23:28:35.448+0000] {logging_mixin.py:190} INFO - R$ 749,99
[2024-10-04T23:28:35.448+0000] {logging_mixin.py:190} INFO - R$ 279,00
[2024-10-04T23:28:35.449+0000] {logging_mixin.py:190} INFO - R$ 439,99
[2024-10-04T23:28:35.450+0000] {logging_mixin.py:190} INFO - R$ 279,99
[2024-10-04T23:28:35.450+0000] {logging_mixin.py:190} INFO - R$ 320,99
[2024-10-04T23:28:35.451+0000] {logging_mixin.py:190} INFO - R$ 1.022,99
[2024-10-04T23:28:35.452+0000] {logging_mixin.py:190} INFO - R$ 102,99
[2024-10-04T23:28:35.452+0000] {logging_mixin.py:190} INFO - R$ 289,05
[2024-10-04T23:28:35.453+0000] {logging_mixin.py:190} INFO - R$ 179,45
[2024-10-04T23:28:35.454+0000] {logging_mixin.py:190} INFO - R$ 999,99
[2024-10-04T23:28:35.454+0000] {logging_mixin.py:190} INFO - R$ 129,98
[2024-10-04T23:28:35.455+0000] {logging_mixin.py:190} INFO - R$ 639,99
[2024-10-04T23:28:35.456+0000] {logging_mixin.py:190} INFO - R$ 564,99
[2024-10-04T23:28:35.456+0000] {logging_mixin.py:190} INFO - R$ 1.419,99
[2024-10-04T23:28:35.457+0000] {logging_mixin.py:190} INFO - R$ 320,99
[2024-10-04T23:28:35.458+0000] {logging_mixin.py:190} INFO - R$ 900,00
[2024-10-04T23:28:35.459+0000] {logging_mixin.py:190} INFO - R$ 193,99
[2024-10-04T23:28:35.459+0000] {logging_mixin.py:190} INFO - R$ 39,99
[2024-10-04T23:28:35.460+0000] {logging_mixin.py:190} INFO - R$ 319,99
[2024-10-04T23:28:35.461+0000] {logging_mixin.py:190} INFO - R$ 334,99
[2024-10-04T23:28:35.461+0000] {logging_mixin.py:190} INFO - R$ 150,99
[2024-10-04T23:28:35.462+0000] {logging_mixin.py:190} INFO - R$ 309,99
[2024-10-04T23:28:35.463+0000] {logging_mixin.py:190} INFO - R$ 899,99
[2024-10-04T23:28:35.463+0000] {logging_mixin.py:190} INFO - R$ 259,99
[2024-10-04T23:28:35.464+0000] {logging_mixin.py:190} INFO - R$ 236,37
[2024-10-04T23:28:35.464+0000] {logging_mixin.py:190} INFO - R$ 1.199,99
[2024-10-04T23:28:35.465+0000] {logging_mixin.py:190} INFO - R$ 389,99
[2024-10-04T23:28:35.466+0000] {logging_mixin.py:190} INFO - R$ 424,99
[2024-10-04T23:28:35.466+0000] {logging_mixin.py:190} INFO - R$ 279,99
[2024-10-04T23:28:35.467+0000] {logging_mixin.py:190} INFO - R$ 536,00
[2024-10-04T23:28:35.468+0000] {logging_mixin.py:190} INFO - R$ 236,37
[2024-10-04T23:28:35.468+0000] {logging_mixin.py:190} INFO - R$ 159,99
[2024-10-04T23:28:35.469+0000] {logging_mixin.py:190} INFO - R$ 309,99
[2024-10-04T23:28:35.470+0000] {logging_mixin.py:190} INFO - R$ 44,99
[2024-10-04T23:28:35.470+0000] {logging_mixin.py:190} INFO - R$ 291,99
[2024-10-04T23:28:35.471+0000] {logging_mixin.py:190} INFO - R$ 319,99
[2024-10-04T23:28:35.472+0000] {logging_mixin.py:190} INFO - R$ 279,99
[2024-10-04T23:28:35.472+0000] {logging_mixin.py:190} INFO - R$ 340,99
[2024-10-04T23:28:35.473+0000] {logging_mixin.py:190} INFO - R$ 121,42
[2024-10-04T23:28:35.474+0000] {logging_mixin.py:190} INFO - R$ 120,00
[2024-10-04T23:28:35.474+0000] {logging_mixin.py:190} INFO - R$ 123,00
[2024-10-04T23:28:35.475+0000] {logging_mixin.py:190} INFO - R$ 925,99
[2024-10-04T23:28:35.476+0000] {logging_mixin.py:190} INFO - R$ 583,99
[2024-10-04T23:28:35.476+0000] {logging_mixin.py:190} INFO - R$ 359,99
[2024-10-04T23:28:35.477+0000] {logging_mixin.py:190} INFO - R$ 339,99
[2024-10-04T23:28:35.478+0000] {logging_mixin.py:190} INFO - R$ 1.949,00
[2024-10-04T23:28:35.478+0000] {logging_mixin.py:190} INFO - R$ 569,99
[2024-10-04T23:28:35.479+0000] {logging_mixin.py:190} INFO - R$ 150,00
[2024-10-04T23:28:35.480+0000] {logging_mixin.py:190} INFO - R$ 291,99
[2024-10-04T23:28:35.481+0000] {logging_mixin.py:190} INFO - R$ 299,99
[2024-10-04T23:28:35.481+0000] {logging_mixin.py:190} INFO - R$ 1.269,99
[2024-10-04T23:28:35.482+0000] {logging_mixin.py:190} INFO - R$ 2.099,99
[2024-10-04T23:28:35.483+0000] {logging_mixin.py:190} INFO - R$ 182,27
[2024-10-04T23:28:35.483+0000] {logging_mixin.py:190} INFO - R$ 369,99
[2024-10-04T23:28:35.484+0000] {logging_mixin.py:190} INFO - R$ 525,99
[2024-10-04T23:28:35.485+0000] {logging_mixin.py:190} INFO - R$ 389,00
[2024-10-04T23:28:35.485+0000] {logging_mixin.py:190} INFO - R$ 449,99
[2024-10-04T23:28:35.486+0000] {logging_mixin.py:190} INFO - R$ 499,99
[2024-10-04T23:28:35.487+0000] {logging_mixin.py:190} INFO - R$ 289,99
[2024-10-04T23:28:35.487+0000] {logging_mixin.py:190} INFO - R$ 180,99
[2024-10-04T23:28:35.488+0000] {logging_mixin.py:190} INFO - R$ 146,00
[2024-10-04T23:28:35.489+0000] {logging_mixin.py:190} INFO - R$ 90,99
[2024-10-04T23:28:35.489+0000] {logging_mixin.py:190} INFO - R$ 1.499,99
[2024-10-04T23:28:35.490+0000] {logging_mixin.py:190} INFO - R$ 154,99
[2024-10-04T23:28:35.490+0000] {logging_mixin.py:190} INFO - R$ 639,99
[2024-10-04T23:28:35.491+0000] {logging_mixin.py:190} INFO - R$ 223,99
[2024-10-04T23:28:35.492+0000] {logging_mixin.py:190} INFO - R$ 280,03
[2024-10-04T23:28:35.492+0000] {logging_mixin.py:190} INFO - R$ 589,90
[2024-10-04T23:28:35.493+0000] {logging_mixin.py:190} INFO - R$ 949,99
[2024-10-04T23:28:35.494+0000] {logging_mixin.py:190} INFO - R$ 1.299,99
[2024-10-04T23:28:44.180+0000] {logging_mixin.py:190} INFO - R$ 135,98
[2024-10-04T23:28:44.181+0000] {logging_mixin.py:190} INFO - R$ 394,99
[2024-10-04T23:28:44.181+0000] {logging_mixin.py:190} INFO - R$ 107,59
[2024-10-04T23:28:44.182+0000] {logging_mixin.py:190} INFO - R$ 153,95
[2024-10-04T23:28:44.183+0000] {logging_mixin.py:190} INFO - R$ 179,99
[2024-10-04T23:28:44.183+0000] {logging_mixin.py:190} INFO - R$ 499,99
[2024-10-04T23:28:44.184+0000] {logging_mixin.py:190} INFO - R$ 169,99
[2024-10-04T23:28:44.185+0000] {logging_mixin.py:190} INFO - R$ 999,99
[2024-10-04T23:28:44.185+0000] {logging_mixin.py:190} INFO - R$ 68,00
[2024-10-04T23:28:44.186+0000] {logging_mixin.py:190} INFO - R$ 279,99
[2024-10-04T23:28:44.186+0000] {logging_mixin.py:190} INFO - R$ 139,99
[2024-10-04T23:28:44.187+0000] {logging_mixin.py:190} INFO - R$ 199,00
[2024-10-04T23:28:44.188+0000] {logging_mixin.py:190} INFO - R$ 82,71
[2024-10-04T23:28:44.189+0000] {logging_mixin.py:190} INFO - R$ 137,23
[2024-10-04T23:28:44.189+0000] {logging_mixin.py:190} INFO - R$ 789,99
[2024-10-04T23:28:44.190+0000] {logging_mixin.py:190} INFO - R$ 849,99
[2024-10-04T23:28:44.191+0000] {logging_mixin.py:190} INFO - R$ 925,99
[2024-10-04T23:28:44.191+0000] {logging_mixin.py:190} INFO - R$ 108,99
[2024-10-04T23:28:44.192+0000] {logging_mixin.py:190} INFO - R$ 730,99
[2024-10-04T23:28:44.193+0000] {logging_mixin.py:190} INFO - R$ 260,00
[2024-10-04T23:28:44.193+0000] {logging_mixin.py:190} INFO - R$ 973,99
[2024-10-04T23:28:44.194+0000] {logging_mixin.py:190} INFO - R$ 856,99
[2024-10-04T23:28:44.195+0000] {logging_mixin.py:190} INFO - R$ 229,99
[2024-10-04T23:28:44.195+0000] {logging_mixin.py:190} INFO - R$ 291,99
[2024-10-04T23:28:44.196+0000] {logging_mixin.py:190} INFO - R$ 359,99
[2024-10-04T23:28:44.197+0000] {logging_mixin.py:190} INFO - R$ 579,99
[2024-10-04T23:28:44.197+0000] {logging_mixin.py:190} INFO - R$ 299,90
[2024-10-04T23:28:44.198+0000] {logging_mixin.py:190} INFO - R$ 395,00
[2024-10-04T23:28:44.199+0000] {logging_mixin.py:190} INFO - R$ 1.462,00
[2024-10-04T23:28:44.199+0000] {logging_mixin.py:190} INFO - R$ 199,53
[2024-10-04T23:28:44.200+0000] {logging_mixin.py:190} INFO - R$ 162,29
[2024-10-04T23:28:44.200+0000] {logging_mixin.py:190} INFO - R$ 331,00
[2024-10-04T23:28:44.201+0000] {logging_mixin.py:190} INFO - R$ 799,99
[2024-10-04T23:28:44.202+0000] {logging_mixin.py:190} INFO - R$ 559,99
[2024-10-04T23:28:44.202+0000] {logging_mixin.py:190} INFO - R$ 613,99
[2024-10-04T23:28:44.203+0000] {logging_mixin.py:190} INFO - R$ 203,99
[2024-10-04T23:28:44.204+0000] {logging_mixin.py:190} INFO - R$ 299,99
[2024-10-04T23:28:44.204+0000] {logging_mixin.py:190} INFO - R$ 876,99
[2024-10-04T23:28:44.205+0000] {logging_mixin.py:190} INFO - R$ 459,99
[2024-10-04T23:28:44.205+0000] {logging_mixin.py:190} INFO - R$ 140,76
[2024-10-04T23:28:44.206+0000] {logging_mixin.py:190} INFO - R$ 274,00
[2024-10-04T23:28:44.207+0000] {logging_mixin.py:190} INFO - R$ 289,99
[2024-10-04T23:28:44.207+0000] {logging_mixin.py:190} INFO - R$ 434,99
[2024-10-04T23:28:44.208+0000] {logging_mixin.py:190} INFO - R$ 3.299,99
[2024-10-04T23:28:44.208+0000] {logging_mixin.py:190} INFO - R$ 1.299,99
[2024-10-04T23:28:44.209+0000] {logging_mixin.py:190} INFO - R$ 1.559,00
[2024-10-04T23:28:44.209+0000] {logging_mixin.py:190} INFO - R$ 408,99
[2024-10-04T23:28:44.210+0000] {logging_mixin.py:190} INFO - R$ 313,52
[2024-10-04T23:28:44.211+0000] {logging_mixin.py:190} INFO - R$ 213,98
[2024-10-04T23:28:44.211+0000] {logging_mixin.py:190} INFO - R$ 1.168,99
[2024-10-04T23:28:44.212+0000] {logging_mixin.py:190} INFO - R$ 1.999,99
[2024-10-04T23:28:44.212+0000] {logging_mixin.py:190} INFO - R$ 749,99
[2024-10-04T23:28:44.213+0000] {logging_mixin.py:190} INFO - R$ 579,99
[2024-10-04T23:28:44.213+0000] {logging_mixin.py:190} INFO - R$ 309,99
[2024-10-04T23:28:44.214+0000] {logging_mixin.py:190} INFO - R$ 476,99
[2024-10-04T23:28:44.215+0000] {logging_mixin.py:190} INFO - R$ 350,00
[2024-10-04T23:28:44.215+0000] {logging_mixin.py:190} INFO - R$ 569,99
[2024-10-04T23:28:44.216+0000] {logging_mixin.py:190} INFO - R$ 159,99
[2024-10-04T23:28:44.217+0000] {logging_mixin.py:190} INFO - R$ 135,98
[2024-10-04T23:28:44.217+0000] {logging_mixin.py:190} INFO - R$ 642,99
[2024-10-04T23:28:44.218+0000] {logging_mixin.py:190} INFO - R$ 121,98
[2024-10-04T23:28:44.218+0000] {logging_mixin.py:190} INFO - R$ 259,00
[2024-10-04T23:28:44.219+0000] {logging_mixin.py:190} INFO - R$ 86,49
[2024-10-04T23:28:44.220+0000] {logging_mixin.py:190} INFO - R$ 129,33
[2024-10-04T23:28:44.220+0000] {logging_mixin.py:190} INFO - R$ 799,00
[2024-10-04T23:28:44.221+0000] {logging_mixin.py:190} INFO - R$ 304,47
[2024-10-04T23:28:44.222+0000] {logging_mixin.py:190} INFO - R$ 398,99
[2024-10-04T23:28:44.222+0000] {logging_mixin.py:190} INFO - R$ 529,99
[2024-10-04T23:28:44.223+0000] {logging_mixin.py:190} INFO - R$ 523,99
[2024-10-04T23:28:44.224+0000] {logging_mixin.py:190} INFO - R$ 999,99
[2024-10-04T23:28:44.224+0000] {logging_mixin.py:190} INFO - R$ 1.363,99
[2024-10-04T23:28:44.225+0000] {logging_mixin.py:190} INFO - R$ 279,99
[2024-10-04T23:28:44.226+0000] {logging_mixin.py:190} INFO - R$ 193,99
[2024-10-04T23:28:44.226+0000] {logging_mixin.py:190} INFO - R$ 681,99
[2024-10-04T23:28:44.227+0000] {logging_mixin.py:190} INFO - R$ 172,20
[2024-10-04T23:28:44.227+0000] {logging_mixin.py:190} INFO - R$ 839,99
[2024-10-04T23:28:44.228+0000] {logging_mixin.py:190} INFO - R$ 1.168,99
[2024-10-04T23:28:44.229+0000] {logging_mixin.py:190} INFO - R$ 339,99
[2024-10-04T23:28:44.230+0000] {logging_mixin.py:190} INFO - R$ 232,99
[2024-10-04T23:28:44.230+0000] {logging_mixin.py:190} INFO - R$ 89,99
[2024-10-04T23:28:44.231+0000] {logging_mixin.py:190} INFO - R$ 959,99
[2024-10-04T23:28:44.231+0000] {logging_mixin.py:190} INFO - R$ 969,98
[2024-10-04T23:28:44.232+0000] {logging_mixin.py:190} INFO - R$ 252,99
[2024-10-04T23:28:44.233+0000] {logging_mixin.py:190} INFO - R$ 649,99
[2024-10-04T23:28:44.233+0000] {logging_mixin.py:190} INFO - R$ 134,75
[2024-10-04T23:28:44.234+0000] {logging_mixin.py:190} INFO - R$ 139,00
[2024-10-04T23:28:44.234+0000] {logging_mixin.py:190} INFO - R$ 1.120,99
[2024-10-04T23:28:44.235+0000] {logging_mixin.py:190} INFO - R$ 979,99
[2024-10-04T23:28:44.236+0000] {logging_mixin.py:190} INFO - R$ 399,99
[2024-10-04T23:28:44.236+0000] {logging_mixin.py:190} INFO - R$ 439,99
[2024-10-04T23:28:44.237+0000] {logging_mixin.py:190} INFO - R$ 3.199,99
[2024-10-04T23:28:44.237+0000] {logging_mixin.py:190} INFO - R$ 820,00
[2024-10-04T23:28:44.238+0000] {logging_mixin.py:190} INFO - R$ 115,81
[2024-10-04T23:28:44.239+0000] {logging_mixin.py:190} INFO - R$ 131,78
[2024-10-04T23:28:44.239+0000] {logging_mixin.py:190} INFO - R$ 75,99
[2024-10-04T23:28:44.240+0000] {logging_mixin.py:190} INFO - R$ 358,05
[2024-10-04T23:28:44.240+0000] {logging_mixin.py:190} INFO - R$ 89,10
[2024-10-04T23:28:44.241+0000] {logging_mixin.py:190} INFO - R$ 50,74
[2024-10-04T23:28:44.242+0000] {logging_mixin.py:190} INFO - R$ 1.694,99
[2024-10-04T23:28:44.242+0000] {logging_mixin.py:190} INFO - R$ 1.799,99
[2024-10-04T23:28:52.784+0000] {logging_mixin.py:190} INFO - R$ 876,99
[2024-10-04T23:28:52.785+0000] {logging_mixin.py:190} INFO - R$ 289,99
[2024-10-04T23:28:52.786+0000] {logging_mixin.py:190} INFO - R$ 829,99
[2024-10-04T23:28:52.787+0000] {logging_mixin.py:190} INFO - R$ 408,99
[2024-10-04T23:28:52.787+0000] {logging_mixin.py:190} INFO - R$ 229,99
